pl_name,hostname,disc_facility,pl_orbper,pl_rade,st_teff,st_rad,st_lum,st_mass
Kepler-1167 b,Kepler-1167,Kepler,1.003933739,1.71,4971.0,0.75,-0.53589,0.79
Kepler-1740 b,Kepler-1740,Kepler,8.172400475,3.32321414,5705.0,0.905,-0.07942,0.943
Kepler-1581 b,Kepler-1581,Kepler,6.28385491,0.8,6022.0,1.23,0.39085,1.12
Kepler-644 b,Kepler-644,Kepler,3.173917103,3.15,6747.0,1.81,0.71041,1.49
Kepler-1752 b,Kepler-1752,Kepler,56.35850143,4.54060463,5446.0,0.821,-0.39819,0.824
Kepler-280 c,Kepler-280,Kepler,4.807091,2.01,5744.0,0.886,-0.06437,0.962
Kepler-1208 b,Kepler-1208,Kepler,11.08507637,2.32,5001.0,0.76,-0.55349,0.8
Kepler-263 c,Kepler-263,Kepler,47.332773,2.47,5265.0,0.785,-0.45614,0.793
Kepler-1101 b,Kepler-1101,Kepler,81.3151059,2.47,5614.0,0.91,-0.35135,0.94
Kepler-560 b,Kepler-560,Kepler,18.47764449,1.72,3556.0,0.33,-1.717,0.34
Kepler-150 d,Kepler-150,Kepler,12.56093,2.79,5560.0,0.939,-0.16141,0.956
Kepler-498 b,Kepler-498,Kepler,9.61375356,3.03,5744.0,0.96,0.17242,0.98
Kepler-817 b,Kepler-817,Kepler,3.990106229,9.03,5861.0,1.03,0.08609,1.03
Kepler-937 b,Kepler-937,Kepler,67.668827,3.72,6095.0,1.22,0.28097,1.15
Kepler-571 b,Kepler-571,Kepler,4.798599388,2.64,5527.0,0.9,-0.22253,0.93
Kepler-1458 b,Kepler-1458,Kepler,47.9872764,2.76,5653.0,0.94,-0.24032,0.96
Kepler-1600 c,Kepler-1600,Kepler,7.298049927,1.94206512,5119.0,0.834,-0.33945,0.818
Kepler-221 d,Kepler-221,Kepler,10.04156,2.73,5243.0,0.821,-0.40429,0.854
Kepler-626 b,Kepler-626,Kepler,14.48585199,2.29,5813.0,1.05,-0.04194,1.01
Kepler-1549 b,Kepler-1549,Kepler,214.886545,2.57,5324.0,0.84,-0.27333,0.88
Kepler-1149 b,Kepler-1149,Kepler,3.73089898,1.44,5833.0,1.01,0.16546,1.02
Kepler-1288 b,Kepler-1288,Kepler,2.76122421,1.12,6132.0,1.29,0.30207,1.2
Kepler-128 b,Kepler-128,Kepler,15.0,1.421,6072.0,1.659,0.57542,1.184
Kepler-1245 b,Kepler-1245,Kepler,4.35409304,1.44,5306.0,0.83,-0.41093,0.86
Kepler-1068 b,Kepler-1068,Kepler,16.92344113,3.63,5806.0,1.01,-0.02521,1.01
Kepler-311 c,Kepler-311,Kepler,19.738286,1.43,5905.0,1.188,0.19328,0.994
Kepler-150 e,Kepler-150,Kepler,30.826557,3.12,5560.0,0.939,-0.16141,0.956
Kepler-272 c,Kepler-272,Kepler,6.057342,1.79,5297.0,0.929,0.06634,0.91
Kepler-152 c,Kepler-152,Kepler,88.255055,2.39,5088.0,0.724,-0.46488,0.779
Kepler-1506 b,Kepler-1506,Kepler,14.0329154,1.32,5676.0,0.93,0.42561,0.95
Kepler-595 c,Kepler-595,Kepler,12.38602,1.009,5138.5,0.821,-0.34768,0.93
Kepler-595 b,Kepler-595,Kepler,25.3029092,3.708,5138.5,0.821,-0.34768,0.93
Kepler-45 b,Kepler-45,Kepler,2.455239,10.76,3820.0,0.55,-1.27572,0.59
HD 221416 b,HD 221416,Transiting Exoplanet Survey Satellite (TESS),14.2767,9.17,5080.0,2.943,0.71181,1.212
Kepler-18 c,Kepler-18,Kepler,7.64159,5.49,5345.0,1.108,-0.031,0.972
Kepler-18 b,Kepler-18,Kepler,3.504725,2.0,5345.0,1.108,-0.031,0.972
Kepler-4 b,Kepler-4,Kepler,3.21346,4.002,5857.0,1.487,0.354,1.223
Kepler-18 d,Kepler-18,Kepler,14.85888,6.98,5345.0,1.108,-0.031,0.972
Kepler-419 c,Kepler-419,Kepler,675.47,12.6,6430.0,1.74,0.7268,1.39
Kepler-419 b,Kepler-419,Kepler,69.7546,10.8,6430.0,1.74,0.7268,1.39
Kepler-59 c,Kepler-59,Kepler,17.9801235,1.98,6074.0,0.94,0.32374,1.04
Kepler-58 c,Kepler-58,Kepler,15.5741568,2.86,5843.0,1.03,-0.00422,0.95
KOI-217 b,KOI-217,Kepler,3.90512,12.442,5545.0,0.86,-0.16872,0.95
Kepler-51 c,Kepler-51,Kepler,85.312,9.0,6018.0,0.94,-0.1417,1.04
Kepler-62 c,Kepler-62,Kepler,12.4417,0.54,4925.0,0.64,-0.678,0.69
Kepler-62 b,Kepler-62,Kepler,5.714932,1.31,4925.0,0.64,-0.678,0.69
Kepler-59 b,Kepler-59,Kepler,11.8681707,1.1,6074.0,0.94,0.32374,1.04
Kepler-53 b,Kepler-53,Kepler,18.6489525,2.89,5858.0,0.89,0.03558,0.98
Kepler-69 b,Kepler-69,Kepler,13.722341,2.24,5638.0,0.93,-0.097,0.81
Kepler-37 e,Kepler-37,Kepler,51.196,0.37,5288.0,0.772,-0.32187,0.8
Kepler-65 d,Kepler-65,Kepler,8.13123,1.52,6211.0,1.41,0.4674,1.25
Kepler-52 c,Kepler-52,Kepler,16.3850021,1.84,4075.0,0.52,-0.99568,0.54
Kepler-55 b,Kepler-55,Kepler,27.9481449,2.43,4362.0,0.58,-0.76324,0.62
Kepler-413 b,Kepler-413,Kepler,66.262,4.347,4700.0,0.7761,-0.42994,0.82
KOI-55 b,KOI-55,Kepler,0.240104,0.759,27730.0,0.203,1.36,0.496
KOI-55 c,KOI-55,Kepler,0.342887,0.867,27730.0,0.203,1.36,0.496
Kepler-38 b,Kepler-38,Kepler,105.599,4.3,5623.0,1.752,0.49161,0.941
Kepler-30 d,Kepler-30,Kepler,143.34394,8.8,5498.0,0.95,-0.23658,0.99
Kepler-50 c,Kepler-50,Kepler,9.37647,2.17,6225.0,1.58,0.53582,1.24
Kepler-63 b,Kepler-63,Kepler,9.4341505,6.11,5576.0,0.901,-0.157,0.984
Kepler-77 b,Kepler-77,Kepler,3.57878087,10.761,5520.0,0.99,-0.046,0.95
Kepler-186 b,Kepler-186,Kepler,3.8867907,1.07,3788.0,0.472,-1.385,0.478
Kepler-27 c,Kepler-27,Kepler,31.3309,4.9,5400.0,0.59,-0.32941,0.65
Kepler-27 b,Kepler-27,Kepler,15.3348,4.0,5400.0,0.59,-0.32941,0.65
Kepler-186 d,Kepler-186,Kepler,13.342996,1.4,3788.0,0.472,-1.385,0.478
Kepler-11 d,Kepler-11,Kepler,22.6845,3.12,5663.0,1.065,0.1202,0.961
Kepler-11 b,Kepler-11,Kepler,10.3039,1.8,5663.0,1.065,0.1202,0.961
Kepler-31 c,Kepler-31,Kepler,42.6318,5.3,6340.0,1.22,0.30134,1.21
Kepler-32 c,Kepler-32,Kepler,8.7522,2.0,3900.0,0.53,-1.29243,0.58
Kepler-1735 b,Kepler-1735,Kepler,7.71792984,1.19429134,3975.0,0.509,-1.19302,0.535
Kepler-32 d,Kepler-32,Kepler,22.7802,2.7,3900.0,0.53,-1.29243,0.58
Kepler-31 d,Kepler-31,Kepler,87.6451,3.9,6340.0,1.22,0.30134,1.21
Kepler-31 b,Kepler-31,Kepler,20.8613,5.5,6340.0,1.22,0.30134,1.21
Kepler-32 f,Kepler-32,Kepler,0.74296,0.82,3900.0,0.53,-1.29243,0.58
Kepler-134 c,Kepler-134,Kepler,10.105785,1.26,5983.0,1.176,0.06051,0.956
Kepler-210 b,Kepler-210,Kepler,2.453234,2.94,4559.0,0.65,-0.79874,0.77
Kepler-422 b,Kepler-422,Kepler,7.8914483,12.89,5972.0,1.24,0.24,1.15
Kepler-426 b,Kepler-426,Kepler,3.21751883,12.22,5725.0,0.92,-0.089,0.91
Kepler-16 b,Kepler-16,Kepler,228.776,8.4493,4450.0,0.6489,-0.90301,0.6897
KOI-94 d,KOI-94,Kepler,22.342989,11.27,6182.0,1.52,0.479,1.277
KOI-94 b,KOI-94,Kepler,3.743208,1.71,6182.0,1.52,0.479,1.277
Kepler-35 b,Kepler-35,Kepler,131.458,8.16,5606.0,1.0284,-0.027,0.8877
Kepler-415 c,Kepler-415,Kepler,8.708,2.01,4362.0,0.643,-0.80504,0.67
Kepler-428 b,Kepler-428,Kepler,3.52563254,12.11,5150.0,0.8,-0.39,0.87
Kepler-425 b,Kepler-425,Kepler,3.79701816,10.962,5170.0,0.86,-0.323,0.93
KOI-94 e,KOI-94,Kepler,54.32031,6.56,6182.0,1.52,0.479,1.277
Kepler-396 c,Kepler-396,Kepler,88.505,5.3,5656.0,1.06,-0.13461,0.85
Kepler-122 f,Kepler-122,Kepler,56.268,1.75,5917.0,0.949,0.26993,1.03
Kepler-96 b,Kepler-96,Kepler,16.2385,2.67,5690.0,1.02,-0.05231,1.0
Kepler-414 c,Kepler-414,Kepler,7.171,3.01,5536.0,0.946,-0.16917,0.89
Kepler-42 c,Kepler-42,Kepler,0.45328509,0.73,3068.0,0.17,-2.62,0.13
Kepler-33 c,Kepler-33,Kepler,13.17562,3.2,5904.0,1.82,0.556,1.291
Kepler-641 b,Kepler-641,Kepler,9.48961571,1.85,5713.0,1.13,0.39002,1.02
Kepler-410 A b,Kepler-410 A,Kepler,17.833648,2.838,6273.0,1.352,0.435,1.214
Kepler-314 c,Kepler-314,Kepler,5.960392,2.9,5378.0,0.95,-0.22569,0.99
Kepler-415 b,Kepler-415,Kepler,4.176,1.21,4362.0,0.643,-0.80504,0.67
Kepler-338 e,Kepler-338,Kepler,9.341,1.56,5999.0,1.735,0.5857,1.14
Kepler-33 e,Kepler-33,Kepler,31.7844,4.02,5904.0,1.82,0.556,1.291
Kepler-33 b,Kepler-33,Kepler,5.66793,1.74,5904.0,1.82,0.556,1.291
Kepler-46 c,Kepler-46,Kepler,57.011,13.5,5155.0,0.938,-0.255,0.902
Kepler-318 b,Kepler-318,Kepler,4.662715,4.71,5746.0,1.189,0.00394,1.073
Kepler-314 b,Kepler-314,Kepler,2.461069,0.83,5378.0,0.95,-0.22569,0.99
Kepler-46 b,Kepler-46,Kepler,33.60134,9.057,5155.0,0.938,-0.255,0.902
Kepler-130 c,Kepler-130,Kepler,27.50868,2.9,5879.0,1.17,0.155,1.0
Kepler-418 b,Kepler-418,Kepler,86.67856,13.45,5820.0,1.09,0.11114,0.98
Kepler-33 f,Kepler-33,Kepler,41.02902,4.46,5904.0,1.82,0.556,1.291
Kepler-33 d,Kepler-33,Kepler,21.77596,5.35,5904.0,1.82,0.556,1.291
Kepler-52 b,Kepler-52,Kepler,7.8773565,2.1,4075.0,0.52,-0.99568,0.54
Kepler-58 b,Kepler-58,Kepler,10.2184954,2.78,5843.0,1.03,-0.00422,0.95
Kepler-62 e,Kepler-62,Kepler,122.3874,1.61,4925.0,0.64,-0.678,0.69
Kepler-269 b,Kepler-269,Kepler,5.326718,2.47,5847.0,0.959,0.36836,0.92
Kepler-300 c,Kepler-300,Kepler,40.714955,2.25,5986.0,0.9,0.33994,1.07
Kepler-149 d,Kepler-149,Kepler,160.018032,3.96,5381.0,0.953,-0.11929,1.013
Kepler-124 d,Kepler-124,Kepler,30.950851,1.11,4984.0,0.636,-0.46737,0.706
Kepler-276 d,Kepler-276,Kepler,48.648,2.8,5693.0,1.03,-0.08948,1.1
Kepler-114 c,Kepler-114,Kepler,8.041,1.6,4660.0,0.54,-0.6853,0.56
Kepler-297 b,Kepler-297,Kepler,38.871826,2.87,5619.0,0.915,-0.09608,0.927
Kepler-402 c,Kepler-402,Kepler,6.124821,1.56,6090.0,1.264,0.2035,1.072
Kepler-157 b,Kepler-157,Kepler,1.732342,1.32,5774.0,1.044,0.09117,0.95
Kepler-450 c,Kepler-450,Kepler,15.413135,2.62,6197.21,1.64162,0.55403,1.19
Kepler-81 c,Kepler-81,Kepler,12.04,2.37,4385.0,0.59,-0.88941,0.64
Kepler-412 b,Kepler-412,Kepler,1.7208604,15.031269,5750.0,1.287,0.26854,1.167
Kepler-92 b,Kepler-92,Kepler,13.749,3.51,5883.0,1.7,0.55818,1.21
Kepler-288 c,Kepler-288,Kepler,19.305772,2.85,5918.0,1.091,0.05605,0.842
Kepler-295 b,Kepler-295,Kepler,12.645164,1.22,5603.0,0.898,0.62949,0.89
Kepler-178 d,Kepler-178,Kepler,96.678988,3.95,5676.0,1.066,-0.20778,0.852
Kepler-44 b,Kepler-44,Kepler,3.2467293,12.22,5800.0,1.35,0.34743,1.12
Kepler-41 b,Kepler-41,Kepler,1.8555582,14.46,5750.0,1.29,0.26161,1.15
Kepler-450 d,Kepler-450,Kepler,7.51464,0.837,6197.21,1.64162,0.55403,1.19
Kepler-350 d,Kepler-350,Kepler,26.136,2.8,6492.3,1.25,0.42842,1.0
Kepler-238 f,Kepler-238,Kepler,50.447,2.0,5800.0,0.96,0.43048,1.06
Kepler-287 c,Kepler-287,Kepler,44.851896,3.26,5806.0,1.032,-0.13438,0.963
Kepler-285 b,Kepler-285,Kepler,2.633867,1.34,5411.0,0.808,-0.27923,0.915
Kepler-181 b,Kepler-181,Kepler,3.137873,1.27,5333.0,0.749,-0.37878,0.81
Kepler-1398 c,Kepler-1398,Kepler,4.13827595,1.03,6126.0,1.18,0.31211,1.13
Kepler-284 b,Kepler-284,Kepler,12.699149,2.24,5615.0,0.814,-0.34097,0.766
Kepler-654 b,Kepler-654,Kepler,13.72465129,2.07,5865.0,1.11,0.4622,1.04
Kepler-199 c,Kepler-199,Kepler,67.093408,3.25,5644.0,0.967,-0.09685,0.96
Kepler-214 b,Kepler-214,Kepler,15.660544,2.61,6169.0,1.352,0.5108,1.11
Kepler-87 b,Kepler-87,Kepler,114.73635,13.49,5600.0,1.82,0.32604,1.1
Kepler-75 b,Kepler-75,Kepler,8.8849116,11.77,5200.0,0.89,-0.21487,0.91
Kepler-74 b,Kepler-74,Kepler,7.340711,10.76,6000.0,1.12,0.3321,1.18
Kepler-145 c,Kepler-145,Kepler,42.882,4.32,6022.0,1.85,0.69164,1.32
Kepler-328 b,Kepler-328,Kepler,34.921,2.3,6064.0,1.06,0.44013,1.15
Kepler-115 c,Kepler-115,Kepler,8.990889,2.6,5979.0,1.205,0.22007,1.042
Kepler-341 c,Kepler-341,Kepler,8.01041,1.7,6012.0,1.024,0.12721,0.976
Kepler-225 b,Kepler-225,Kepler,6.738975,1.2,3682.0,0.48,-0.99568,0.593
Kepler-871 b,Kepler-871,Kepler,22.0459018,3.74,5993.0,1.14,0.30895,1.11
Kepler-56 c,Kepler-56,Kepler,21.40239,9.8,4840.0,4.23,0.90455,1.32
Kepler-447 b,Kepler-447,Kepler,7.79430132,18.49,5493.0,1.05,-0.19007,1.0
Kepler-216 b,Kepler-216,Kepler,7.693641,2.35,6091.0,1.26,0.51836,1.126
Kepler-259 c,Kepler-259,Kepler,36.924931,2.7,5938.0,0.898,-0.15271,0.867
Kepler-293 b,Kepler-293,Kepler,19.254196,3.07,5804.0,0.957,-0.23265,0.934
Kepler-291 b,Kepler-291,Kepler,3.546511,2.16,6002.0,1.016,0.07135,1.023
Kepler-242 c,Kepler-242,Kepler,14.496481,2.0,5020.0,0.85,-0.61267,0.748
Kepler-240 b,Kepler-240,Kepler,4.144495,1.37,4985.0,0.739,-0.52355,0.868
Kepler-56 b,Kepler-56,Kepler,10.5016,6.51,4840.0,4.23,0.90455,1.32
Kepler-148 c,Kepler-148,Kepler,4.180043,3.6,5272.0,0.851,-0.38342,0.86
Kepler-179 b,Kepler-179,Kepler,2.735926,1.64,5302.0,0.759,-0.27765,0.893
Kepler-303 b,Kepler-303,Kepler,1.937055,0.89,3944.0,0.485,-1.0655,0.575
Kepler-260 b,Kepler-260,Kepler,8.187399,2.01,5250.0,0.862,-0.09198,1.013
Kepler-226 b,Kepler-226,Kepler,3.940997,1.55,5571.0,0.802,-0.23921,0.904
Kepler-165 c,Kepler-165,Kepler,15.31299,2.23,5211.0,0.77,-0.4723,0.746
Kepler-197 d,Kepler-197,Kepler,15.677563,1.22,6004.0,1.12,0.22187,0.857
Kepler-125 b,Kepler-125,Kepler,4.164389,2.37,3810.0,0.512,-1.3279,0.542101
Kepler-306 c,Kepler-306,Kepler,7.240193,2.35,4954.0,0.719,-0.4693,0.75
KOI-351 e,KOI-351,Kepler,91.93913,2.66,6080.0,1.2,0.26853,1.2
KOI-351 c,KOI-351,Kepler,8.719375,1.19,6080.0,1.2,0.26853,1.2
Kepler-222 c,Kepler-222,Kepler,10.08881,4.64,5433.0,0.869,-0.33784,0.933
Kepler-184 d,Kepler-184,Kepler,29.022358,2.49,5788.0,0.873,-0.22509,0.872
Kepler-309 b,Kepler-309,Kepler,5.923653,1.56,4713.0,0.721,-0.574,0.816
Kepler-696 b,Kepler-696,Kepler,4.190425575,6.14,5903.0,1.08,0.15095,1.06
Kepler-11 f,Kepler-11,Kepler,46.6888,2.49,5663.0,1.065,0.1202,0.961
Kepler-11 e,Kepler-11,Kepler,31.9996,4.19,5663.0,1.065,0.1202,0.961
Kepler-11 g,Kepler-11,Kepler,118.3807,3.33,5663.0,1.065,0.1202,0.961
Kepler-166 c,Kepler-166,Kepler,34.260281,2.38,5413.0,0.742,-0.38508,0.811
Kepler-275 b,Kepler-275,Kepler,10.300682,2.34,6165.0,1.383,0.44934,1.189
Kepler-1298 b,Kepler-1298,Kepler,7.12811928,1.31,6339.0,2.0,0.83982,1.45
Kepler-11 c,Kepler-11,Kepler,13.0241,2.87,5663.0,1.065,0.1202,0.961
Kepler-108 b,Kepler-108,Kepler,49.183921,8.65,5854.0,2.192,0.707,1.247
Kepler-264 b,Kepler-264,Kepler,40.806231,3.33,6158.0,1.55,0.68915,1.426
Kepler-279 b,Kepler-279,Kepler,12.309681,3.62,6363.0,1.746,0.5188,1.2
Kepler-286 c,Kepler-286,Kepler,3.468095,1.37,5580.0,0.863,-0.11623,0.83
Kepler-261 b,Kepler-261,Kepler,10.381227,2.18,5098.0,0.794,-0.471,0.834
Kepler-292 d,Kepler-292,Kepler,7.055679,2.23,5299.0,0.826,-0.33691,0.865
Kepler-119 b,Kepler-119,Kepler,2.422082,3.6,5595.0,0.839,-0.0366,0.918
Kepler-297 c,Kepler-297,Kepler,74.920137,6.54,5619.0,0.915,-0.09608,0.927
Kepler-343 b,Kepler-343,Kepler,8.96855,2.41,5807.0,1.433,0.2162,1.055
Kepler-282 d,Kepler-282,Kepler,24.806,2.46,5656.0,0.89,0.10587,0.97
Kepler-158 b,Kepler-158,Kepler,16.709184,2.12,4623.0,0.624,-0.75667,0.655
Kepler-273 b,Kepler-273,Kepler,2.936532,1.5,5626.0,0.815,-0.34099,0.756
Kepler-677 b,Kepler-677,Kepler,6.57531678,5.38,5723.0,0.99,0.38964,1.0
Kepler-306 b,Kepler-306,Kepler,4.646186,1.52,4954.0,0.719,-0.4693,0.75
Kepler-267 d,Kepler-267,Kepler,28.464515,2.27,4258.0,0.555,-1.22915,0.541571
Kepler-6 b,Kepler-6,Kepler,3.2346996,14.616536,5647.0,1.391,0.18916,1.209
HD 202772 A b,HD 202772 A,Transiting Exoplanet Survey Satellite (TESS),3.308958,17.317905,6272.0,2.591,0.97128,1.72
WASP-18 c,WASP-18,Transiting Exoplanet Survey Satellite (TESS),2.1558,8.58,6400.0,1.23,0.38999,1.22
TOI-1238 c,TOI-1238,Transiting Exoplanet Survey Satellite (TESS),3.294736,2.11,4089.0,0.58,-1.08249,0.59
TOI-1238 b,TOI-1238,Transiting Exoplanet Survey Satellite (TESS),0.764597,1.21,4089.0,0.58,-1.08249,0.59
TOI-1743 b,TOI-1743,Transiting Exoplanet Survey Satellite (TESS),4.266046,1.83,3277.0,0.338,-1.97074,0.339
KOI-13 b,KOI-13,Kepler,1.763588,16.948008,7650.0,1.74,0.971,1.72
Kepler-17 b,Kepler-17,Kepler,1.4857108,14.68,5781.0,1.01034,0.01164,1.04
Ross 176 b,Ross 176,Transiting Exoplanet Survey Satellite (TESS),5.0066338,1.84,4041.0,0.569,-1.10891,0.577
TOI-5422 b,TOI-5422,Transiting Exoplanet Survey Satellite (TESS),5.377219,9.10169233,5820.0,1.474,0.35218,1.066
TOI-5799 b,TOI-5799,Transiting Exoplanet Survey Satellite (TESS),4.164507,1.733,3452.0,0.321,-1.82974,0.325
TOI-6223 b,TOI-6223,Transiting Exoplanet Survey Satellite (TESS),3.855219,5.07,3895.0,0.576,-1.12203,0.582
TOI-5799 c,TOI-5799,Transiting Exoplanet Survey Satellite (TESS),14.010449,1.76,3452.0,0.321,-1.82974,0.325
TOI-7510 b,TOI-7510,Transiting Exoplanet Survey Satellite (TESS),11.530869,7.31,5720.0,1.035,0.01115,1.063
TOI-7510 c,TOI-7510,Transiting Exoplanet Survey Satellite (TESS),22.5687423,10.81,5720.0,1.035,0.01115,1.063
TOI-7510 d,TOI-7510,Transiting Exoplanet Survey Satellite (TESS),48.864468,10.52,5720.0,1.035,0.01115,1.063
Kepler-12 b,Kepler-12,Kepler,4.4379629,19.660586,5947.0,1.483,0.44933,1.166
Kepler-5 b,Kepler-5,Kepler,3.5484657,15.984034,6297.0,1.793,0.65242,1.374
Kepler-276 c,Kepler-276,Kepler,31.884,2.9,5693.0,1.03,-0.08948,1.1
Kepler-305 b,Kepler-305,Kepler,5.487,3.6,5080.0,0.8,-0.42318,0.76
Kepler-266 b,Kepler-266,Kepler,6.61833,2.48,5885.0,1.028,0.01163,0.947
Kepler-121 c,Kepler-121,Kepler,41.008011,2.27,5311.0,0.701,-0.47396,0.859
Kepler-338 d,Kepler-338,Kepler,44.431014,3.0,5923.0,1.735,0.5857,1.105
Kepler-126 d,Kepler-126,Kepler,100.283134,2.5,6239.0,1.358,0.452,1.108
Kepler-381 c,Kepler-381,Kepler,13.391635,1.12,6152.0,1.568,0.5139,1.144
Kepler-249 d,Kepler-249,Kepler,15.368459,1.57,3568.0,0.482,-1.49485,0.510238
Kepler-254 d,Kepler-254,Kepler,18.746477,2.5,5957.0,0.91,-0.12491,0.849
Kepler-363 d,Kepler-363,Kepler,11.932125,2.05,5593.0,1.485,0.36465,1.226
Kepler-366 b,Kepler-366,Kepler,3.281959,1.46,6209.0,1.048,0.57277,1.088
Kepler-141 b,Kepler-141,Kepler,3.107675,0.69,4910.0,0.787,-0.44625,0.878
Kepler-142 d,Kepler-142,Kepler,41.809118,2.16,5790.0,1.269,0.10706,0.978
Kepler-400 b,Kepler-400,Kepler,9.024389,1.65,5886.0,1.145,0.152,1.08
Kepler-204 c,Kepler-204,Kepler,25.660593,1.79,5812.0,1.238,0.02981,1.038
Kepler-312 c,Kepler-312,Kepler,19.747412,3.15,6115.0,1.467,0.59751,1.314
Kepler-286 d,Kepler-286,Kepler,5.914323,1.33,5580.0,0.863,-0.11623,0.83
Kepler-91 b,Kepler-91,Kepler,6.24658,15.322703,4550.0,6.3,1.225,1.31
Kepler-354 b,Kepler-354,Kepler,5.47666,1.84,4648.0,0.674,-0.71394,0.652
Kepler-368 b,Kepler-368,Kepler,26.84768,3.26,5502.0,2.019,0.56235,1.165
Kepler-135 b,Kepler-135,Kepler,6.00253,1.81,6090.0,1.275,0.44809,1.047
Kepler-383 b,Kepler-383,Kepler,12.904532,1.32,4710.0,0.672,-0.698,0.669
Kepler-104 c,Kepler-104,Kepler,23.668205,3.13,5711.0,1.349,0.08926,0.818
Kepler-369 c,Kepler-369,Kepler,14.871572,1.41,3591.0,0.471,-1.42022,0.5
Kepler-371 b,Kepler-371,Kepler,34.763278,1.89,5666.0,0.992,0.24392,0.876
Kepler-147 b,Kepler-147,Kepler,12.610584,1.53,6012.0,1.468,0.42733,1.145
Kepler-132 d,Kepler-132,Kepler,18.010199,1.55,6003.0,1.178,0.211,0.929
Kepler-208 c,Kepler-208,Kepler,7.466623,1.39,6092.0,1.314,0.30912,1.082
Kepler-487 c,Kepler-487,Kepler,38.6519976,2.68,5444.0,0.88,-0.17269,0.91
Kepler-316 c,Kepler-316,Kepler,6.827766,1.16,4204.0,0.52,-0.93554,0.587
Kepler-313 b,Kepler-313,Kepler,14.970418,2.53,5727.0,1.536,0.31196,1.114
Kepler-372 c,Kepler-372,Kepler,20.053763,2.09,6509.0,1.137,0.32073,1.202
Kepler-373 b,Kepler-373,Kepler,5.535309,1.36,5787.0,0.845,0.21244,0.981
Kepler-151 c,Kepler-151,Kepler,24.674612,2.09,5460.0,0.83,-0.33413,0.87
Kepler-386 c,Kepler-386,Kepler,25.193458,1.58,5178.0,0.767,-0.40199,0.825
Kepler-215 c,Kepler-215,Kepler,14.667108,1.77,5739.0,1.027,-0.1172,0.788
Kepler-404 b,Kepler-404,Kepler,11.829851,1.27,5654.0,0.884,-0.33704,0.86
Kepler-317 b,Kepler-317,Kepler,5.524242,2.09,5497.0,0.941,-0.2078,0.865
Kepler-319 c,Kepler-319,Kepler,6.941357,2.63,5526.0,0.903,-0.18116,0.933
Kepler-375 c,Kepler-375,Kepler,19.986326,2.65,5826.0,0.837,-0.16278,0.891
Kepler-356 c,Kepler-356,Kepler,13.121632,1.81,6133.0,1.335,0.46128,1.163
Kepler-387 b,Kepler-387,Kepler,6.791636,1.03,5774.0,1.046,0.13738,0.85
Kepler-388 b,Kepler-388,Kepler,3.173315,0.81,4498.0,0.586,-0.43932,0.635
Kepler-224 e,Kepler-224,Kepler,18.643577,1.97,5018.0,0.676,-0.51445,0.777
Kepler-226 d,Kepler-226,Kepler,8.109044,1.22,5571.0,0.802,-0.23921,0.904
Kepler-348 b,Kepler-348,Kepler,7.05677,1.52,6177.0,1.359,0.4331,1.189
Kepler-338 b,Kepler-338,Kepler,13.726976,2.44,5923.0,1.735,0.5857,1.105
Kepler-376 c,Kepler-376,Kepler,14.172327,1.79,5900.0,1.175,0.35663,0.968
Kepler-377 c,Kepler-377,Kepler,27.014976,2.06,5949.0,1.224,0.21756,1.043
Kepler-389 b,Kepler-389,Kepler,3.244107,1.51,5376.0,0.792,-0.51588,0.765
Kepler-118 b,Kepler-118,Kepler,7.518496,1.96,5274.0,1.094,-0.37737,0.811
Kepler-123 c,Kepler-123,Kepler,26.695074,1.48,6089.0,1.264,0.40952,1.079
Kepler-243 c,Kepler-243,Kepler,20.026218,1.99,5228.0,0.842,-0.37337,0.904
Kepler-379 c,Kepler-379,Kepler,62.784697,2.29,6054.0,1.306,0.27953,1.125
Kepler-112 c,Kepler-112,Kepler,28.574263,2.4,5544.0,0.841,-0.08612,0.782
Kepler-137 c,Kepler-137,Kepler,18.735753,1.88,5187.0,0.802,-0.29234,0.85
Kepler-390 b,Kepler-390,Kepler,6.738088,0.82,5166.0,0.776,-0.352,0.787
Kepler-351 c,Kepler-351,Kepler,57.24809,3.19,5643.0,0.854,-0.38644,0.81
Kepler-327 b,Kepler-327,Kepler,2.549575,1.11,3799.0,0.492,-1.25964,0.591913
Kepler-114 b,Kepler-114,Kepler,5.188549,1.26,4605.0,0.667,-0.6853,0.77
Kepler-358 c,Kepler-358,Kepler,83.488369,2.85,5908.0,0.954,-0.13809,0.94
Kepler-169 c,Kepler-169,Kepler,6.195469,1.21,4997.0,0.763,-0.49611,0.825
Kepler-236 b,Kepler-236,Kepler,8.295611,1.57,3750.0,0.51,-1.22915,0.596005
Kepler-141 c,Kepler-141,Kepler,7.010606,1.41,4910.0,0.787,-0.44625,0.878
Kepler-858 b,Kepler-858,Kepler,76.13602028,4.87,5653.0,0.91,-0.1131,0.96
Kepler-855 b,Kepler-855,Kepler,7.886631104,8.35,5835.0,1.03,0.33305,1.03
Kepler-321 c,Kepler-321,Kepler,13.093921,2.32,5740.0,1.194,-0.00798,1.024
Kepler-349 b,Kepler-349,Kepler,5.929778,1.9,5956.0,0.927,-0.0073,1.083
Kepler-353 c,Kepler-353,Kepler,8.410894,1.38,3903.0,0.504,-1.18709,0.553
